#ResPipeUI	ARO_accession	ARO_name	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	Antibiotic	Efflux_Component	Efflux_Regulator	CVTERMID	gb	Species	SeqLength
3003223_U00096	ARO:3003223	Escherichia coli 16S rRNA mutation conferring resistance to edeine	16s_rRNA_with_mutation_conferring_resistance_to_peptide_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;confers_resistance_to_drug__edeine_A;confers_resistance_to_drug__edeine_B;confers_resistance_to_drug__edeine_D;confers_resistance_to_drug__edeine_F;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	39807	U00096	Escherichia coli K-12	1542
3004559_MG430339.1	ARO:3004559	CAM-1	CAM_beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic_inactivation	confers_resistance_to_drug__cefoxitin;confers_resistance_to_drug__ceftazidime;confers_resistance_to_drug__meropenem;piperacillin;confers_resistance_to_drug__imipenem;confers_resistance_to_drug__doripenem;confers_resistance_to_drug__cefotaxime;confers_resistance_to_drug__ceftolozane	Unassigned	Unassigned	42465	MG430339.1	Pseudomonas aeruginosa	726
3004500_MG489958.1	ARO:3004500	MCR-3.11	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42205	MG489958.1	Escherichia coli	1626
3004693_MG564491.1	ARO:3004693	MCR-3.12	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42745	MG564491.1	Escherichia coli	1626
3003852_MG601730.1	ARO:3003852	ADC-6	ADC_beta-lactamase_without_carbapenemase_activity	cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	40551	MG601730.1	Acinetobacter baumannii	1152
3004361_MG649393.1	ARO:3004361	sul4	sulfonamide_resistant_sul	sulfonamide_antibiotic	antibiotic_target_replacement	Unassigned	Unassigned	Unassigned	41534	MG649393.1	uncultured bacterium	863
3004516_MG736312.1	ARO:3004516	MCR-8.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42225	MG736312.1	Klebsiella pneumoniae	1698
3004445_MG739504.1	ARO:3004445	RSA-2	RSA_beta-lactamase	carbapenem;cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	41638	MG739504.1	uncultured bacterium	852
3004444_MG739510.1	ARO:3004444	RSA-1	RSA_beta-lactamase	carbapenem;cephalosporin	antibiotic_inactivation	Unassigned	Unassigned	Unassigned	41637	MG739510.1	uncultured bacterium	858
3004694_MG822663.1	ARO:3004694	MCR-4.2	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42746	MG822663.1	Escherichia coli	1626
3004697_MG822664.1	ARO:3004697	MCR-4.5	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42749	MG822664.1	Escherichia coli	1626
3004696_MG822665.1	ARO:3004696	MCR-4.4	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42748	MG822665.1	Escherichia coli	1626
3004719_MK134375.1	ARO:3004719	Tet(X3)	tetracycline_inactivation_enzyme	glycylcycline;tetracycline_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__tigecycline;confers_resistance_to_drug__tetracycline	Unassigned	Unassigned	42774	MK134375.1	Acinetobacter baumannii	1167
3004720_MK134376.1	ARO:3004720	Tet(X4)	tetracycline_inactivation_enzyme	glycylcycline;tetracycline_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__tigecycline;confers_resistance_to_drug__tetracycline	Unassigned	Unassigned	42775	MK134376.1	Escherichia coli	1158
3004627_MK303617.1	ARO:3004627	QnrS15	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	42611	MK303617.1	Escherichia coli	657
3004625_MKQI01000097.1	ARO:3004625	QnrS12	quinolone_resistance_protein_(qnr)	fluoroquinolone_antibiotic	antibiotic_target_protection	ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic_acid;norfloxacin;sparfloxacin	Unassigned	Unassigned	42607	MKQI01000097.1	Escherichia coli	657
3004626_MWVR01000009.1	ARO:3004626	Erm(49)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	42608	MWVR01000009.1	Bifidobacterium breve	915
3003820_NC_000913.3	ARO:3003820	mgrB	efflux_pump_regulator	acridine_dye;cephalosporin;fluoroquinolone_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;penam;peptide_antibiotic;pleuromutilin_antibiotic;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux;antibiotic_target_alteration;resistance_by_absence	erythromycin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	protein(s)_and_two-component_regulatory_system_modulating_antibiotic_efflux	40510	NC_000913.3	Escherichia coli str. K-12 substr. MG1655	144
3004476_NC_000964.3	ARO:3004476	vmlR	ABC-F_ATP-binding_cassette_ribosomal_protection_protein	lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic	antibiotic_target_protection	confers_resistance_to_drug__lincomycin;confers_resistance_to_drug__virginiamycin_S2	Unassigned	Unassigned	41736	NC_000964.3	Bacillus subtilis subsp. subtilis str. 168	1644
3004069_NC_002516.2	ARO:3004069	MvaT	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	trimethoprim;chloramphenicol;norfloxacin	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	protein(s)_and_two-component_regulatory_system_modulating_antibiotic_efflux	41146	NC_002516.2	Pseudomonas aeruginosa PAO1	375
3003031_NC_002516.2	ARO:3003031	MexW	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;carbapenem;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;penam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	erythromycin;acriflavine;tetracycline;chloramphenicol	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	39465	NC_002516.2	Pseudomonas aeruginosa PAO1	3057
3002679_NC_002516.2	ARO:3002679	Pseudomonas aeruginosa catB7	chloramphenicol_acetyltransferase_(CAT)	phenicol_antibiotic	antibiotic_inactivation	confers_resistance_to_drug__azidamfenicol;confers_resistance_to_drug__chloramphenicol;confers_resistance_to_drug__thiamphenicol	Unassigned	Unassigned	39113	NC_002516.2	Pseudomonas aeruginosa PAO1	639
3003493_NC_002663.1	ARO:3003493	Pasteurella multocida 16S rRNA mutation conferring resistance to spectinomycin	16s_rRNA_with_mutation_conferring_resistance_to_aminoglycoside_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;confers_resistance_to_drug__spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	40095	NC_002663.1	Pasteurella multocida 36950	1551
3004127_NC_002695	ARO:3004127	Escherichia coli mipA	MipA-interacting_Protein	aminoglycoside_antibiotic;fluoroquinolone_antibiotic	reduced_permeability_to_antibiotic;resistance_by_absence	confers_resistance_to_drug__streptomycin;confers_resistance_to_drug__kanamycin_A;confers_resistance_to_drug__nalidixic_acid	Unassigned	Unassigned	41253	NC_002695	Escherichia coli O157:H7 str. Sakai	747
3003497_NC_003112	ARO:3003497	Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin	16s_rRNA_with_mutation_conferring_resistance_to_aminoglycoside_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;confers_resistance_to_drug__spectinomycin;streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	40099	NC_003112	Neisseria meningitidis MC58	1544
3004159_NC_004829.2	ARO:3004159	Mycoplasma gallisepticum 23S rRNA mutation conferring resistance to pleuromutilin antibiotics	23S_rRNA_with_mutation_conferring_resistance_to_pleuromutilin_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2;confers_resistance_to_drug__pleuromutilin	Unassigned	Unassigned	41306	NC_004829.2	Mycoplasma gallisepticum str. R(low)	2913
3004639_NC_004939.1	ARO:3004639	Corynebacterium striatum tetA	major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump	acridine_dye;antibacterial_free_fatty_acids;benzalkonium_chloride;bicyclomycin;cephalosporin;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;fosfomycin;glycylcycline;isoniazid;lincosamide_antibiotic;macrolide_antibiotic;nitroimidazole_antibiotic;nucleoside_antibiotic;oxazolidinone_antibiotic;penam;peptide_antibiotic;phenicol_antibiotic;rhodamine;rifamycin_antibiotic;tetracycline_antibiotic	antibiotic_efflux	confers_resistance_to_drug__tetracycline;confers_resistance_to_drug__oxacillin;confers_resistance_to_drug__oxytetracycline	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	42633	NC_004939.1	Corynebacterium striatum	1542
3003978_NC_005353.1	ARO:3003978	Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin	16s_rRNA_with_mutation_conferring_resistance_to_aminoglycoside_antibiotics	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;confers_resistance_to_drug__streptomycin;kanamycin_A;tetracycline;tobramycin;doxycycline;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	40814	NC_005353.1	Chlamydomonas reinhardtii	1474
3004132_NC_005353.1	ARO:3004132	Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__erythromycin;lincomycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41259	NC_005353.1	Chlamydomonas reinhardtii	3403
3003459_NC_009525.1	ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	fluoroquinolone_resistant_gyrB	aminocoumarin_antibiotic;fluoroquinolone_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__enoxacin;ciprofloxacin;confers_resistance_to_drug__levofloxacin;confers_resistance_to_drug__moxifloxacin;novobiocin;clorobiocin;coumermycin_A1;confers_resistance_to_drug__gatifloxacin;confers_resistance_to_drug__lomefloxacin;confers_resistance_to_drug__nalidixic_acid;confers_resistance_to_drug__norfloxacin;confers_resistance_to_drug__ofloxacin;confers_resistance_to_drug__trovafloxacin;confers_resistance_to_drug__grepafloxacin;confers_resistance_to_drug__sparfloxacin;confers_resistance_to_drug__pefloxacin;cinoxacin;clinafloxacin;Clofazimine;fleroxacin	Unassigned	Unassigned	40052	NC_009525.1	Mycobacterium tuberculosis H37Ra	2028
3004163_NC_010397.1	ARO:3004163	Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;confers_resistance_to_drug__clarithromycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41311	NC_010397.1	Mycobacteroides abscessus	3112
3004578_NC_010410.1	ARO:3004578	Acinetobacter baumannii AbuO	resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump	acridine_dye;aminocoumarin_antibiotic;aminoglycoside_antibiotic;antibacterial_free_fatty_acids;benzalkonium_chloride;carbapenem;cephalosporin;confers_resistance_to__penam;diaminopyrimidine_antibiotic;fluoroquinolone_antibiotic;glycylcycline;macrolide_antibiotic;monobactam;phenicol_antibiotic;tetracycline_antibiotic;triclosan	antibiotic_efflux	confers_resistance_to_drug__amikacin;confers_resistance_to_drug__tigecycline;confers_resistance_to_drug__streptomycin;confers_resistance_to_drug__carbenicillin;confers_resistance_to_drug__ceftriaxone;confers_resistance_to_drug__meropenem	efflux_pump_complex_or_subunit_conferring_antibiotic_resistance	Unassigned	42502	NC_010410.1	Acinetobacter baumannii	1347
3003925_NC_015964.1	ARO:3003925	Haemophilus parainfluenzae parC conferring resistance to fluoroquinolones	fluoroquinolone_resistant_parC	fluoroquinolone_antibiotic	antibiotic_target_alteration	ciprofloxacin;levofloxacin;norfloxacin;ofloxacin;pefloxacin	Unassigned	Unassigned	40634	NC_015964.1	Haemophilus parainfluenzae	2256
3003966_NC_016845.1	ARO:3003966	Klebsiella pneumoniae OmpK35	General_Bacterial_Porin_with_reduced_permeability_to_beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced_permeability_to_antibiotic;resistance_by_absence	Unassigned	Unassigned	Unassigned	40737	NC_016845.1	Klebsiella pneumoniae subsp. pneumoniae HS11286	684
3003968_NC_016845.1	ARO:3003968	Klebsiella pneumoniae OmpK36	General_Bacterial_Porin_with_reduced_permeability_to_beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced_permeability_to_antibiotic;resistance_by_absence	Unassigned	Unassigned	Unassigned	40739	NC_016845.1	Klebsiella pneumoniae subsp. pneumoniae HS11286	1104
3004177_NC_021002.1	ARO:3004177	Mycoplasma fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41328	NC_021002.1	Mycoplasma fermentans PG18	2886
3004684_NC_021819.1	ARO:3004684	MCR-9.1	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__colistin_A;confers_resistance_to_drug__colistin_B	Unassigned	Unassigned	42734	NC_021819.1	Enterobacteriales	1620
3004164_NG_041979.1	ARO:3004164	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;confers_resistance_to_drug__clarithromycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41312	NG_041979.1	Mycobacterium avium	3112
3004643_NG_047831.1	ARO:3004643	Erm(K)	Erm_23S_ribosomal_RNA_methyltransferase	lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	Unassigned	Unassigned	Unassigned	42655	NG_047831.1	Bacillus halodurans	855
3004102_NG_050561.1	ARO:3004102	kamB	16S_rRNA_methyltransferase_(A1408)	aminoglycoside_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__neomycin;confers_resistance_to_drug__apramycin;confers_resistance_to_drug__kanamycin_A	Unassigned	Unassigned	41213	NG_050561.1	Streptoalloteichus tenebrarius	648
3000862_NG_050600	ARO:3000862	sgm	16S_rRNA_methyltransferase_(G1405)	aminoglycoside_antibiotic	antibiotic_target_alteration	confers_resistance_to_drug__dibekacin;confers_resistance_to_drug__amikacin;confers_resistance_to_drug__gentamicin_C;confers_resistance_to_drug__sisomicin;confers_resistance_to_drug__netilmicin;confers_resistance_to_drug__kanamycin_A;confers_resistance_to_drug__tobramycin;confers_resistance_to_drug__isepamicin;confers_resistance_to_drug__G418;confers_resistance_to_drug__arbekacin;confers_resistance_to_drug__gentamicin_B	Unassigned	Unassigned	37242	NG_050600	Micromonospora zionensis	825
3004511_NMWW01000143.1	ARO:3004511	MCR-3.2	MCR_phosphoethanolamine_transferase	peptide_antibiotic	antibiotic_target_alteration	colistin_A;colistin_B	Unassigned	Unassigned	42220	NMWW01000143.1	Escherichia coli	1626
3003499_NR_040847.1	ARO:3003499	Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline	16S_rRNA_with_mutation_conferring_resistance_to_tetracycline_derivatives	aminoglycoside_antibiotic;glycopeptide_antibiotic;glycylcycline;nucleoside_antibiotic;peptide_antibiotic;tetracycline_antibiotic	antibiotic_target_alteration	astromicin;neomycin;dibekacin;streptothricin;amikacin;gentamicin_C;ribostamycin;butirosin;tigecycline;sisomicin;apramycin;netilmicin;spectinomycin;streptomycin;kanamycin_A;confers_resistance_to_drug__tetracycline;tobramycin;doxycycline;minocycline;hygromycin_B;chlortetracycline;isepamicin;G418;arbekacin;gentamicin_B;paromomycin;demeclocycline;oxytetracycline;bleomycinic_acid;bleomycin_A2;bleomycin_B2;lividomycin_A;lividomycin_B	Unassigned	Unassigned	40101	NR_040847.1	Cutibacterium acnes	1486
3004174_NR_076160.1	ARO:3004174	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics	glycopeptide_antibiotic;lincosamide_antibiotic;macrolide_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic	antibiotic_target_alteration	lincomycin;clindamycin;azidamfenicol;chloramphenicol;thiamphenicol;florfenicol;pristinamycin_IA;quinupristin;pristinamycin_IIA;madumycin_II;griseoviridin;dalfopristin;pristinamycin_IB;virginiamycin_S2;vernamycin_B-gamma;vernamycin_C;patricin_A;ostreogrycin_B3;bleomycinic_acid;bleomycin_A2;bleomycin_B2	Unassigned	Unassigned	41325	NR_076160.1	Chlamydia trachomatis	2940
